Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
project-1-team-8,com.sismics.util.jpa,ManagedProviderConnectionHelper,ManagedProviderConnectionHelper,3,1,1,51,0,,
project-1-team-8,com.sismics.util.jpa,ManagedProviderConnectionHelper,prepare,8,2,1,55,0,com.sismics.util.jpa.ManagedProviderConnectionHelper,com.sismics.util.jpa.ManagedProviderConnectionHelper
project-1-team-8,com.sismics.util.jpa,ManagedProviderConnectionHelper,createServiceRegistry,5,1,1,65,0,,
project-1-team-8,com.sismics.util.jpa,ManagedProviderConnectionHelper,getConnection,3,1,0,71,0,,
project-1-team-8,com.sismics.util.jpa,ManagedProviderConnectionHelper,release,8,1,0,76,0,com.sismics.util.jpa.ManagedProviderConnectionHelper,com.sismics.util.jpa.ManagedProviderConnectionHelper
project-1-team-8,com.sismics.util.jpa,ManagedProviderConnectionHelper,releaseConnection,15,2,0,85,0,,
project-1-team-8,com.sismics.util.jpa,ManagedProviderConnectionHelper,releaseServiceRegistry,10,2,0,99,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,map,0,1,1,22,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,map,7,2,1,24,0,com.sismics.util.jpa.ResultMapper,com.sismics.util.jpa.ResultMapper
project-1-team-8,com.sismics.util.jpa,ResultMapper,characterValue,6,2,1,38,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,characterValueAsString,4,1,1,45,0,com.sismics.util.jpa.ResultMapper,com.sismics.util.jpa.ResultMapper
project-1-team-8,com.sismics.util.jpa,ResultMapper,stringValue,12,4,1,50,0,com.sismics.util.jpa.ResultMapper,com.sismics.util.jpa.ResultMapper
project-1-team-8,com.sismics.util.jpa,ResultMapper,booleanValue,3,1,1,63,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,intValue,3,1,1,72,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,longValue,3,1,1,80,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,floatValue,3,1,1,89,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,doubleValue,3,1,1,96,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,bigDecimalValue,3,1,1,103,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,dateValue,3,1,1,109,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,getString,11,1,1,113,0,,
project-1-team-8,com.sismics.util.jpa,ResultMapper,arrayValue,3,1,1,124,0,,
project-1-team-8,com.sismics.util.jpa,EMF,onCreate,3,1,0,42,0,com.sismics.util.jpa.DbOpenHelper,com.sismics.util.jpa.DbOpenHelper
project-1-team-8,com.sismics.util.jpa,EMF,onUpgrade,5,2,2,47,0,com.sismics.util.jpa.DbOpenHelper,com.sismics.util.jpa.DbOpenHelper
project-1-team-8,com.sismics.util.jpa,EMF,getEntityManagerProperties,20,3,0,63,0,com.sismics.util.ResourceUtil,com.sismics.util.ResourceUtil; com.sismics.util.jpa.EMF; com.sismics.util.EnvironmentUtil
project-1-team-8,com.sismics.util.jpa,EMF,getEntityManagerPropertiesFromEnvironment,15,1,0,89,0,com.sismics.reader.core.util.DirectoryUtil,com.sismics.reader.core.util.DirectoryUtil
project-1-team-8,com.sismics.util.jpa,EMF,EMF,2,1,0,105,0,,
project-1-team-8,com.sismics.util.jpa,EMF,get,3,1,0,111,0,,
project-1-team-8,com.sismics.util.jpa,EMF,isDriverHsql,4,1,0,120,0,com.sismics.util.jpa.EMF,com.sismics.util.jpa.EMF
project-1-team-8,com.sismics.util.jpa,EMF,isDriverPostgresql,4,1,0,125,0,com.sismics.util.jpa.EMF,com.sismics.util.jpa.EMF
project-1-team-8,com.sismics.util.jpa,EMF,getDriver,3,1,0,130,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,QueryParam,9,1,7,51,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,QueryParam,3,1,6,70,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,getQueryString,3,1,0,82,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,setQueryString,3,1,1,86,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,getSortCriteria,3,1,0,90,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,getCriteriaList,3,1,0,94,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,getParameterMap,3,1,0,98,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,getFilterCriteria,3,1,0,102,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,getGroupByList,3,1,0,106,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,getResultMapper,3,1,0,110,0,,
project-1-team-8,com.sismics.util.jpa,QueryParam,setSortCriteria,3,1,1,114,0,,
project-1-team-8,com.sismics.util.jpa,SessionUtil,SessionUtil,2,1,0,13,0,,
project-1-team-8,com.sismics.util.jpa,SessionUtil,getCurrentSession,4,1,0,19,0,com.sismics.util.jpa.EMF,com.sismics.util.jpa.EMF
project-1-team-8,com.sismics.util.jpa,BaseDao,findByCriteria,3,1,4,16,0,com.sismics.util.jpa.BaseDao,com.sismics.util.jpa.BaseDao
project-1-team-8,com.sismics.util.jpa,BaseDao,findByCriteria,7,2,3,28,0,com.sismics.util.jpa.BaseDao,com.sismics.util.jpa.BaseDao; com.sismics.util.jpa.QueryParam; com.sismics.reader.core.util.jpa.PaginatedLists
project-1-team-8,com.sismics.util.jpa,BaseDao,findByCriteria,3,1,1,43,0,com.sismics.util.jpa.BaseDao,com.sismics.util.jpa.BaseDao
project-1-team-8,com.sismics.util.jpa,BaseDao,findFirstByCriteria,4,1,1,52,0,com.sismics.util.jpa.BaseDao,com.sismics.util.jpa.BaseDao; com.sismics.reader.core.util.jpa.PaginatedLists
project-1-team-8,com.sismics.util.jpa,BaseDao,getQueryParam,0,1,2,62,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterColumn,FilterColumn,4,1,2,19,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterColumn,getColumn,3,1,0,24,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterColumn,getFilter,3,1,0,28,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterColumn,getPredicate,0,1,0,32,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterColumn,getParamValue,0,1,0,34,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterColumn,getParamName,3,1,0,36,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterColumn,hasParam,3,1,0,40,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterCriteria,FilterCriteria,3,1,1,17,0,,
project-1-team-8,com.sismics.util.jpa.filter,FilterCriteria,getFilterColumnList,3,1,0,26,0,,
project-1-team-8,com.sismics.util.cert,TrustAllManager,checkClientTrusted,2,1,2,13,0,,
project-1-team-8,com.sismics.util.cert,TrustAllManager,checkServerTrusted,2,1,2,18,0,,
project-1-team-8,com.sismics.util.cert,TrustAllManager,getAcceptedIssuers,3,1,0,23,0,,
project-1-team-8,com.sismics.util.cert,CertUtil,testSsl,33,4,2,17,0,,
project-1-team-8,com.sismics.util.cert,CertUtil,getTrustAllSocketFactory,11,1,0,55,0,,
project-1-team-8,com.sismics.util.context,ThreadLocalContext,ThreadLocalContext,2,1,0,21,0,,
project-1-team-8,com.sismics.util.context,ThreadLocalContext,get,8,2,0,28,0,,
project-1-team-8,com.sismics.util.context,ThreadLocalContext,cleanup,3,1,0,42,0,,
project-1-team-8,com.sismics.util.context,ThreadLocalContext,isInTransactionalContext,3,1,0,49,0,,
project-1-team-8,com.sismics.util.context,ThreadLocalContext,getEntityManager,3,1,0,58,0,,
project-1-team-8,com.sismics.util.context,ThreadLocalContext,setEntityManager,3,1,1,67,0,,
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,StatusPanel,5,1,1,54,0,com.sismics.reader.agent.ui.StatusPanel,com.sismics.reader.agent.ui.StatusPanel
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,initComponent,51,1,0,65,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,actionPerformed,4,1,1,85,0,,
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,actionPerformed,4,1,1,94,0,,
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,actionPerformed,3,1,1,107,0,,
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,notifyDeploymentStatus,23,5,1,129,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.ui,TrayController,TrayController,37,1,1,42,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil; com.sismics.reader.agent.ui.TrayController
project-1-team-8,com.sismics.reader.agent.ui,TrayController,actionPerformed,3,1,1,52,0,,
project-1-team-8,com.sismics.reader.agent.ui,TrayController,actionPerformed,3,1,1,59,0,,
project-1-team-8,com.sismics.reader.agent.ui,TrayController,actionPerformed,3,1,1,67,0,,
project-1-team-8,com.sismics.reader.agent.ui,TrayController,showMessage,3,1,0,93,0,,
project-1-team-8,com.sismics.reader.agent.ui,TrayController,createImage,4,1,1,98,0,,
project-1-team-8,com.sismics.reader.agent.ui,TrayController,createMenuItem,5,1,1,103,0,,
project-1-team-8,com.sismics.reader.agent.ui,TrayController,uninstallComponents,8,1,0,109,0,,
project-1-team-8,com.sismics.reader.agent.ui,TrayController,setTrayImage,5,2,1,117,0,,
project-1-team-8,com.sismics.reader.agent.ui,TrayController,notifyDeploymentStatus,4,1,1,123,0,com.sismics.reader.agent.ui.TrayController,com.sismics.reader.agent.ui.TrayController
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,SettingPanel,5,1,1,64,0,com.sismics.reader.agent.ui.SettingPanel,com.sismics.reader.agent.ui.SettingPanel
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,readSetting,11,1,0,76,0,,
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,saveSetting,12,1,0,91,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil; com.sismics.reader.agent.ui.SettingPanel
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,initComponent,55,1,0,113,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil; com.sismics.reader.agent.ui.SettingPanel
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,actionPerformed,5,1,1,126,0,,
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,stateChanged,6,1,1,144,0,,
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,actionPerformed,8,1,1,156,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil; com.sismics.reader.agent.ui.SettingPanel
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,getContextPath,7,2,0,186,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,getPort,13,2,0,200,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,getKeyStorePath,7,2,0,219,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,getKeyStorePassword,7,2,0,233,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,getKeyManagerPassword,7,2,0,247,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,AgentFrame,13,1,1,52,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil; com.sismics.reader.agent.ui.AgentFrame
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,4,1,0,77,0,,
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,initComponent,17,1,0,86,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,actionPerformed,3,1,1,93,0,,
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,showStatusPanel,7,1,0,110,0,,
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,showSettingPanel,7,1,0,121,0,,
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,setIcon,5,2,1,132,0,,
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,notifyDeploymentStatus,3,1,1,143,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,Setting,19,3,0,96,0,com.sismics.util.EnvironmentUtil,com.sismics.util.EnvironmentUtil
project-1-team-8,com.sismics.reader.agent.model,Setting,read,29,2,0,118,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,save,29,1,0,150,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,getHost,3,1,0,184,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setHost,3,1,1,193,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,getPort,3,1,0,202,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setPort,3,1,1,211,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,getContextPath,3,1,0,220,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setContextPath,3,1,1,229,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,getReaderHome,3,1,0,238,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setReaderHome,3,1,1,247,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,isAutoStart,3,1,0,256,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setAutoStart,3,1,1,265,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,isSecure,3,1,0,274,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setSecure,3,1,1,283,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,getKeyStorePath,3,1,0,292,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setKeyStorePath,3,1,1,301,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,getKeyStorePassword,3,1,0,310,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setKeyStorePassword,3,1,1,319,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,getKeyManagerPassword,3,1,0,328,0,,
project-1-team-8,com.sismics.reader.agent.model,Setting,setKeyManagerPassword,3,1,1,337,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,ReaderAgent,6,1,0,39,0,com.sismics.reader.agent.ReaderAgent,com.sismics.reader.agent.ReaderAgent
project-1-team-8,com.sismics.reader.agent,ReaderAgent,notifyDeploymentInfo,8,3,0,50,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,setLookAndFeel,10,2,0,59,0,com.sismics.util.EnvironmentUtil,com.sismics.util.EnvironmentUtil
project-1-team-8,com.sismics.reader.agent,ReaderAgent,checkElevation,20,2,1,69,0,com.sismics.reader.agent.ReaderAgent,com.sismics.reader.agent.ReaderAgent
project-1-team-8,com.sismics.reader.agent,ReaderAgent,isElevationNeeded,14,2,0,96,0,com.sismics.util.EnvironmentUtil,com.sismics.util.EnvironmentUtil
project-1-team-8,com.sismics.reader.agent,ReaderAgent,addListener,3,1,1,118,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,showStatusPanel,3,1,0,127,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,showTrayIconMessage,3,1,0,131,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,exit,4,1,0,135,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,openBrowser,8,1,0,140,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,start,21,5,1,151,0,com.sismics.reader.agent.ReaderAgent,com.sismics.reader.agent.ReaderAgent
project-1-team-8,com.sismics.reader.agent,ReaderAgent,main,5,1,1,178,0,com.sismics.reader.agent.ReaderAgent,com.sismics.reader.agent.ReaderAgent
project-1-team-8,com.sismics.reader.agent,ReaderAgent,getReaderDeployer,3,1,0,190,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,isElevated,3,1,0,199,0,,
project-1-team-8,com.sismics.reader.agent,ReaderAgent,getSetting,3,1,0,208,0,,
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatusListener,notifyDeploymentStatus,0,1,1,11,0,,
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatus,DeploymentStatus,7,1,5,46,0,,
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatus,getServerState,3,1,0,63,0,,
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatus,getStartTime,3,1,0,72,0,,
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatus,getUrl,3,1,0,81,0,,
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatus,getMemoryUsed,3,1,0,90,0,,
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatus,getErrorMessage,3,1,0,99,0,,
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,ReaderDeployer,3,1,1,55,0,,
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,start,36,2,0,64,0,com.sismics.reader.agent.deployer.ReaderDeployer,com.sismics.reader.agent.deployer.ReaderDeployer
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,stop,13,2,0,108,0,com.sismics.reader.agent.deployer.ReaderDeployer,com.sismics.reader.agent.deployer.ReaderDeployer
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getErrorMessage,9,3,0,126,0,com.sismics.util.MessageUtil,com.sismics.util.MessageUtil
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getMemoryUsed,6,1,0,142,0,,
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getUrl,11,2,0,155,0,,
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getDeploymentStatus,3,1,0,172,0,com.sismics.reader.agent.deployer.ReaderDeployer,com.sismics.reader.agent.deployer.ReaderDeployer
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,lifeCycleStopping,4,1,1,181,0,,
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,lifeCycleStopped,4,1,1,187,0,,
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,lifeCycleStarting,4,1,1,193,0,,
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,lifeCycleStarted,4,1,1,199,0,,
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,lifeCycleFailure,4,1,2,205,0,,
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,get,26,5,2,30,0,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria; com.sismics.reader.rest.resource.BaseResource; com.sismics.reader.rest.assembler.ArticleAssembler; com.sismics.reader.core.util.jpa.PaginatedLists; com.sismics.security.IPrincipal; com.sismics.reader.core.dao.jpa.dto.UserArticleDto; com.sismics.reader.core.util.jpa.PaginatedList
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,star,18,4,1,82,0,com.sismics.security.IPrincipal,com.sismics.security.IPrincipal; com.sismics.reader.core.model.jpa.UserArticle; com.sismics.reader.core.dao.jpa.UserArticleDao; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,unstar,18,4,1,117,0,com.sismics.security.IPrincipal,com.sismics.security.IPrincipal; com.sismics.reader.core.model.jpa.UserArticle; com.sismics.reader.core.dao.jpa.UserArticleDao; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,starMultiple,17,4,1,152,0,com.sismics.security.IPrincipal,com.sismics.security.IPrincipal; com.sismics.reader.core.model.jpa.UserArticle; com.sismics.reader.core.dao.jpa.UserArticleDao; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,unstarMultiple,17,4,1,186,0,com.sismics.security.IPrincipal,com.sismics.security.IPrincipal; com.sismics.reader.core.model.jpa.UserArticle; com.sismics.reader.core.dao.jpa.UserArticleDao; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,LocaleResource,list,13,2,0,23,0,com.sismics.reader.core.model.jpa.Locale,com.sismics.reader.core.model.jpa.Locale; com.sismics.reader.core.dao.jpa.LocaleDao
project-1-team-8,com.sismics.reader.rest.resource,SearchResource,get,22,3,3,28,0,com.sismics.security.IPrincipal,com.sismics.security.IPrincipal; com.sismics.reader.core.model.context.AppContext; com.sismics.reader.core.util.jpa.PaginatedList; com.sismics.rest.util.ValidationUtil; com.sismics.reader.rest.resource.BaseResource; com.sismics.reader.rest.assembler.ArticleAssembler; com.sismics.reader.core.service.IndexingService
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,74,10,1,63,0,com.sismics.reader.core.model.jpa.Category,com.sismics.reader.core.model.jpa.Category; com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria; com.sismics.reader.core.dao.jpa.dto.FeedSubscriptionDto; com.sismics.reader.rest.resource.BaseResource; com.sismics.reader.core.dao.jpa.CategoryDao; com.sismics.security.IPrincipal; com.sismics.rest.util.JsonUtil
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,get,43,6,4,160,0,com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria,com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria; com.sismics.reader.core.dao.jpa.dto.FeedSubscriptionDto; com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria; com.sismics.reader.rest.resource.BaseResource; com.sismics.reader.rest.assembler.ArticleAssembler; com.sismics.reader.core.util.jpa.PaginatedLists; com.sismics.security.IPrincipal; com.sismics.reader.core.dao.jpa.dto.UserArticleDto; com.sismics.reader.core.util.jpa.PaginatedList
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,getSynchronization,26,4,1,242,0,com.sismics.reader.core.dao.jpa.FeedSynchronizationDao,com.sismics.reader.core.dao.jpa.FeedSynchronizationDao; com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria; com.sismics.security.IPrincipal; com.sismics.reader.core.dao.jpa.dto.FeedSubscriptionDto; com.sismics.reader.core.model.jpa.FeedSynchronization; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,add,43,4,2,290,0,com.sismics.reader.core.model.jpa.FeedSubscription,com.sismics.reader.core.model.jpa.FeedSubscription; com.sismics.rest.util.ValidationUtil; com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria; com.sismics.reader.core.dao.jpa.FeedSubscriptionDao; com.sismics.reader.core.model.context.AppContext; com.sismics.reader.core.model.jpa.Category; com.sismics.reader.rest.resource.BaseResource; com.sismics.reader.core.model.jpa.Feed; com.sismics.reader.core.dao.jpa.CategoryDao; com.sismics.reader.core.service.FeedService; com.sismics.security.IPrincipal; com.sismics.reader.core.util.EntityManagerUtil
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,update,31,6,4,366,0,com.sismics.reader.core.dao.jpa.FeedSubscriptionDao,com.sismics.reader.core.dao.jpa.FeedSubscriptionDao; com.sismics.security.IPrincipal; com.sismics.reader.core.model.jpa.FeedSubscription; com.sismics.reader.core.dao.jpa.CategoryDao; com.sismics.reader.rest.resource.BaseResource; com.sismics.rest.util.ValidationUtil
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,15,3,1,425,0,com.sismics.reader.core.model.jpa.FeedSubscription,com.sismics.reader.core.model.jpa.FeedSubscription; com.sismics.security.IPrincipal; com.sismics.reader.core.dao.jpa.FeedSubscriptionDao; com.sismics.reader.core.util.DirectoryUtil; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,read,16,3,1,461,0,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria; com.sismics.security.IPrincipal; com.sismics.reader.core.dao.jpa.FeedSubscriptionDao; com.sismics.reader.rest.resource.BaseResource; com.sismics.reader.core.model.jpa.FeedSubscription; com.sismics.reader.core.dao.jpa.UserArticleDao
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,delete,14,3,1,498,0,com.sismics.security.IPrincipal,com.sismics.security.IPrincipal; com.sismics.reader.core.dao.jpa.FeedSubscriptionDao; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,importFile,32,3,1,529,0,com.sismics.reader.core.model.context.AppContext,com.sismics.reader.core.model.context.AppContext; com.sismics.reader.rest.resource.BaseResource; com.sismics.security.IPrincipal; com.sismics.rest.util.ValidationUtil; com.sismics.reader.core.dao.jpa.UserDao; com.sismics.reader.core.event.SubscriptionImportedEvent
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,export,58,5,0,581,0,com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria,com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria; com.sismics.security.IPrincipal; com.sismics.reader.core.dao.jpa.dto.FeedSubscriptionDto; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,AllResource,get,26,5,3,32,0,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria; com.sismics.reader.core.dao.jpa.dto.UserArticleDto; com.sismics.reader.rest.resource.BaseResource; com.sismics.reader.rest.assembler.ArticleAssembler; com.sismics.reader.core.util.jpa.PaginatedLists; com.sismics.security.IPrincipal; com.sismics.reader.core.util.jpa.PaginatedList
project-1-team-8,com.sismics.reader.rest.resource,AllResource,read,14,3,0,87,0,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria; com.sismics.security.IPrincipal; com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria; com.sismics.reader.core.dao.jpa.dto.FeedSubscriptionDto; com.sismics.reader.rest.resource.BaseResource; com.sismics.reader.core.dao.jpa.UserArticleDao; com.sismics.reader.core.dao.jpa.FeedSubscriptionDao
project-1-team-8,com.sismics.reader.rest.resource,JobResource,delete,17,4,1,24,0,com.sismics.reader.core.dao.jpa.JobDao,com.sismics.reader.core.dao.jpa.JobDao; com.sismics.security.IPrincipal; com.sismics.reader.core.model.jpa.Job; com.sismics.reader.rest.resource.BaseResource
project-1-team-8,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,isWriteable,3,1,4,31,0,,
project-1-team-8,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,getSize,3,1,5,37,0,,
project-1-team-8,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,writeTo,10,1,7,43,0,,
project-1-team-8,com.sismics.reader.rest.resource,BaseResource,authenticate,7,2,0,27,0,com.sismics.reader.rest.util.ResourceHelper,com.sismics.reader.rest.util.ResourceHelper
project-1-team-8,com.sismics.reader.rest.resource,BaseResource,getPrincipal,6,2,0,40,0,com.sismics.reader.rest.util.ResourceHelper,com.sismics.reader.rest.util.ResourceHelper
project-1-team-8,com.sismics.reader.rest.resource,BaseResource,checkBaseFunction,3,1,1,51,0,com.sismics.reader.rest.util.ResourceHelper,com.sismics.reader.rest.util.ResourceHelper
project-1-team-8,com.sismics.reader.rest.resource,BaseResource,hasBaseFunction,3,1,1,59,0,com.sismics.reader.rest.util.ResourceHelper,com.sismics.reader.rest.util.ResourceHelper
project-1-team-8,com.sismics.reader.rest.resource,ThemeResource,list,19,2,0,24,0,com.sismics.util.EnvironmentUtil,com.sismics.util.EnvironmentUtil; com.sismics.reader.rest.dao.ThemeDao
